"export-plot data (NetLogo 7.0.0)"
"frisbee.nlogox"
"12/08/2025 17:58:58:371 -0500"

"MODEL SETTINGS"
"run-speed-variance","walk-speed-variance","run-speed","line-spacing","disc-speed","walk-speed","num-per-line","max-throws"
"0","0","1.5","5","1.7","0.5","8","10000"

"""Player Lines"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","12000","0","14","true","""Line 1""","true","5"

"pen name","pen down?","mode","interval","color","x"
"""Line 1""","true","0","1","102","10001"
"""Line 2""","true","0","1","12","10001"
"""Line 3""","true","0","1","19","10001"
"""Line 4""","true","0","1","108","10001"
"""Throw-Dif""","true","0","1","45","10001"

"""Line 1""",,,,"""Line 2""",,,,"""Line 3""",,,,"""Line 4""",,,,"""Throw-Dif"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"1511","8","102","true","1511","5","12","true","1511","11","19","true","1511","8","108","true","1511","3","45","true"
"1512","7","102","true","1512","6","12","true","1512","11","19","true","1512","8","108","true","1512","2","45","true"
"1513","7","102","true","1513","6","12","true","1513","12","19","true","1513","7","108","true","1513","3","45","true"
"1514","8","102","true","1514","6","12","true","1514","11","19","true","1514","7","108","true","1514","4","45","true"
"1515","8","102","true","1515","6","12","true","1515","11","19","true","1515","7","108","true","1515","3","45","true"
"1516","7","102","true","1516","6","12","true","1516","11","19","true","1516","8","108","true","1516","2","45","true"
"1517","8","102","true","1517","6","12","true","1517","11","19","true","1517","7","108","true","1517","3","45","true"
"1518","7","102","true","1518","6","12","true","1518","11","19","true","1518","8","108","true","1518","2","45","true"
"1519","8","102","true","1519","6","12","true","1519","11","19","true","1519","7","108","true","1519","3","45","true"
"1520","7","102","true","1520","6","12","true","1520","11","19","true","1520","8","108","true","1520","2","45","true"
"1521","8","102","true","1521","6","12","true","1521","11","19","true","1521","7","108","true","1521","3","45","true"
"1522","8","102","true","1522","5","12","true","1522","11","19","true","1522","8","108","true","1522","4","45","true"
"1523","8","102","true","1523","5","12","true","1523","11","19","true","1523","8","108","true","1523","3","45","true"
"1524","7","102","true","1524","6","12","true","1524","11","19","true","1524","8","108","true","1524","2","45","true"
"1525","8","102","true","1525","6","12","true","1525","11","19","true","1525","7","108","true","1525","3","45","true"
"1526","8","102","true","1526","5","12","true","1526","11","19","true","1526","8","108","true","1526","4","45","true"
"1527","8","102","true","1527","5","12","true","1527","11","19","true","1527","8","108","true","1527","3","45","true"
"1528","7","102","true","1528","6","12","true","1528","11","19","true","1528","8","108","true","1528","2","45","true"
"1529","7","102","true","1529","6","12","true","1529","12","19","true","1529","7","108","true","1529","3","45","true"
"1530","8","102","true","1530","5","12","true","1530","11","19","true","1530","8","108","true","1530","4","45","true"
"1531","8","102","true","1531","5","12","true","1531","11","19","true","1531","8","108","true","1531","3","45","true"
"1532","8","102","true","1532","6","12","true","1532","11","19","true","1532","7","108","true","1532","4","45","true"
"1533","8","102","true","1533","6","12","true","1533","11","19","true","1533","7","108","true","1533","3","45","true"
"1534","8","102","true","1534","5","12","true","1534","11","19","true","1534","8","108","true","1534","4","45","true"
"1535","8","102","true","1535","5","12","true","1535","11","19","true","1535","8","108","true","1535","3","45","true"
"1536","8","102","true","1536","5","12","true","1536","11","19","true","1536","8","108","true","1536","4","45","true"
"1537","8","102","true","1537","5","12","true","1537","11","19","true","1537","8","108","true","1537","3","45","true"
"1538","8","102","true","1538","5","12","true","1538","11","19","true","1538","8","108","true","1538","4","45","true"
"1539","8","102","true","1539","5","12","true","1539","11","19","true","1539","8","108","true","1539","3","45","true"
"1540","7","102","true","1540","5","12","true","1540","12","19","true","1540","8","108","true","1540","4","45","true"
"1541","7","102","true","1541","5","12","true","1541","12","19","true","1541","8","108","true","1541","3","45","true"
"1542","8","102","true","1542","5","12","true","1542","12","19","true","1542","7","108","true","1542","4","45","true"
"1543","7","102","true","1543","5","12","true","1543","12","19","true","1543","8","108","true","1543","3","45","true"
"1544","8","102","true","1544","5","12","true","1544","12","19","true","1544","7","108","true","1544","4","45","true"
"1545","8","102","true","1545","5","12","true","1545","11","19","true","1545","8","108","true","1545","3","45","true"
"1546","7","102","true","1546","5","12","true","1546","12","19","true","1546","8","108","true","1546","4","45","true"
"1547","7","102","true","1547","5","12","true","1547","12","19","true","1547","8","108","true","1547","3","45","true"
"1548","8","102","true","1548","5","12","true","1548","12","19","true","1548","7","108","true","1548","4","45","true"
"1549","8","102","true","1549","5","12","true","1549","11","19","true","1549","8","108","true","1549","3","45","true"
"1550","8","102","true","1550","5","12","true","1550","11","19","true","1550","8","108","true","1550","4","45","true"
"1551","8","102","true","1551","5","12","true","1551","11","19","true","1551","8","108","true","1551","3","45","true"
"1552","8","102","true","1552","5","12","true","1552","11","19","true","1552","8","108","true","1552","4","45","true"
"1553","8","102","true","1553","5","12","true","1553","11","19","true","1553","8","108","true","1553","3","45","true"
"1554","7","102","true","1554","5","12","true","1554","12","19","true","1554","8","108","true","1554","4","45","true"
"1555","7","102","true","1555","5","12","true","1555","12","19","true","1555","8","108","true","1555","3","45","true"
"1556","8","102","true","1556","5","12","true","1556","11","19","true","1556","8","108","true","1556","4","45","true"
"1557","8","102","true","1557","5","12","true","1557","11","19","true","1557","8","108","true","1557","3","45","true"
"1558","7","102","true","1558","5","12","true","1558","12","19","true","1558","8","108","true","1558","4","45","true"
"1559","7","102","true","1559","5","12","true","1559","12","19","true","1559","8","108","true","1559","3","45","true"
"1560","8","102","true","1560","6","12","true","1560","11","19","true","1560","7","108","true","1560","4","45","true"
"1561","8","102","true","1561","6","12","true","1561","11","19","true","1561","7","108","true","1561","3","45","true"
"1562","8","102","true","1562","5","12","true","1562","12","19","true","1562","7","108","true","1562","4","45","true"
"1563","7","102","true","1563","5","12","true","1563","12","19","true","1563","8","108","true","1563","3","45","true"
"1564","8","102","true","1564","5","12","true","1564","11","19","true","1564","8","108","true","1564","4","45","true"
"1565","8","102","true","1565","5","12","true","1565","11","19","true","1565","8","108","true","1565","3","45","true"
"1566","8","102","true","1566","5","12","true","1566","11","19","true","1566","8","108","true","1566","4","45","true"
"1567","8","102","true","1567","5","12","true","1567","11","19","true","1567","8","108","true","1567","3","45","true"
"1568","8","102","true","1568","5","12","true","1568","11","19","true","1568","8","108","true","1568","4","45","true"
"1569","8","102","true","1569","5","12","true","1569","11","19","true","1569","8","108","true","1569","3","45","true"
"1570","8","102","true","1570","5","12","true","1570","11","19","true","1570","8","108","true","1570","4","45","true"
"1571","8","102","true","1571","5","12","true","1571","11","19","true","1571","8","108","true","1571","3","45","true"
"1572","8","102","true","1572","5","12","true","1572","11","19","true","1572","8","108","true","1572","4","45","true"
"1573","8","102","true","1573","5","12","true","1573","11","19","true","1573","8","108","true","1573","3","45","true"
"1574","7","102","true","1574","6","12","true","1574","11","19","true","1574","8","108","true","1574","2","45","true"
"1575","8","102","true","1575","5","12","true","1575","11","19","true","1575","8","108","true","1575","3","45","true"
"1576","7","102","true","1576","5","12","true","1576","12","19","true","1576","8","108","true","1576","4","45","true"
"1577","7","102","true","1577","5","12","true","1577","12","19","true","1577","8","108","true","1577","3","45","true"
"1578","8","102","true","1578","5","12","true","1578","11","19","true","1578","8","108","true","1578","4","45","true"
"1579","8","102","true","1579","5","12","true","1579","11","19","true","1579","8","108","true","1579","3","45","true"
"1580","7","102","true","1580","6","12","true","1580","11","19","true","1580","8","108","true","1580","2","45","true"
"1581","8","102","true","1581","6","12","true","1581","11","19","true","1581","7","108","true","1581","3","45","true"
"1582","7","102","true","1582","6","12","true","1582","11","19","true","1582","8","108","true","1582","2","45","true"
"1583","7","102","true","1583","6","12","true","1583","12","19","true","1583","7","108","true","1583","3","45","true"
"1584","8","102","true","1584","5","12","true","1584","11","19","true","1584","8","108","true","1584","4","45","true"
"1585","8","102","true","1585","5","12","true","1585","11","19","true","1585","8","108","true","1585","3","45","true"
"1586","8","102","true","1586","6","12","true","1586","11","19","true","1586","7","108","true","1586","4","45","true"
"1587","8","102","true","1587","6","12","true","1587","11","19","true","1587","7","108","true","1587","3","45","true"
"1588","8","102","true","1588","6","12","true","1588","11","19","true","1588","7","108","true","1588","4","45","true"
"1589","8","102","true","1589","6","12","true","1589","11","19","true","1589","7","108","true","1589","3","45","true"
"1590","8","102","true","1590","5","12","true","1590","11","19","true","1590","8","108","true","1590","4","45","true"
"1591","8","102","true","1591","5","12","true","1591","11","19","true","1591","8","108","true","1591","3","45","true"
"1592","8","102","true","1592","5","12","true","1592","11","19","true","1592","8","108","true","1592","4","45","true"
"1593","8","102","true","1593","5","12","true","1593","11","19","true","1593","8","108","true","1593","3","45","true"
"1594","8","102","true","1594","5","12","true","1594","11","19","true","1594","8","108","true","1594","4","45","true"
"1595","8","102","true","1595","5","12","true","1595","11","19","true","1595","8","108","true","1595","3","45","true"
"1596","7","102","true","1596","6","12","true","1596","11","19","true","1596","8","108","true","1596","2","45","true"
"1597","8","102","true","1597","6","12","true","1597","11","19","true","1597","7","108","true","1597","3","45","true"
"1598","8","102","true","1598","5","12","true","1598","12","19","true","1598","7","108","true","1598","4","45","true"
"1599","7","102","true","1599","6","12","true","1599","12","19","true","1599","7","108","true","1599","3","45","true"
"1600","8","102","true","1600","5","12","true","1600","12","19","true","1600","7","108","true","1600","4","45","true"
"1601","7","102","true","1601","5","12","true","1601","12","19","true","1601","8","108","true","1601","3","45","true"
"1602","7","102","true","1602","6","12","true","1602","11","19","true","1602","8","108","true","1602","2","45","true"
"1603","8","102","true","1603","5","12","true","1603","11","19","true","1603","8","108","true","1603","3","45","true"
"1604","7","102","true","1604","6","12","true","1604","11","19","true","1604","8","108","true","1604","2","45","true"
"1605","7","102","true","1605","6","12","true","1605","12","19","true","1605","7","108","true","1605","3","45","true"
"1606","7","102","true","1606","6","12","true","1606","11","19","true","1606","8","108","true","1606","2","45","true"
"1607","8","102","true","1607","5","12","true","1607","11","19","true","1607","8","108","true","1607","3","45","true"
"1608","8","102","true","1608","5","12","true","1608","11","19","true","1608","8","108","true","1608","4","45","true"
"1609","8","102","true","1609","5","12","true","1609","11","19","true","1609","8","108","true","1609","3","45","true"
"1610","8","102","true","1610","5","12","true","1610","11","19","true","1610","8","108","true","1610","4","45","true"
"1611","8","102","true","1611","5","12","true","1611","11","19","true","1611","8","108","true","1611","3","45","true"
"1612","7","102","true","1612","5","12","true","1612","12","19","true","1612","8","108","true","1612","4","45","true"
"1613","7","102","true","1613","5","12","true","1613","12","19","true","1613","8","108","true","1613","3","45","true"
"1614","8","102","true","1614","5","12","true","1614","11","19","true","1614","8","108","true","1614","4","45","true"
"1615","8","102","true","1615","5","12","true","1615","11","19","true","1615","8","108","true","1615","3","45","true"
"1616","8","102","true","1616","5","12","true","1616","11","19","true","1616","8","108","true","1616","4","45","true"
"1617","8","102","true","1617","5","12","true","1617","11","19","true","1617","8","108","true","1617","3","45","true"
"1618","8","102","true","1618","5","12","true","1618","11","19","true","1618","8","108","true","1618","4","45","true"
"1619","8","102","true","1619","5","12","true","1619","11","19","true","1619","8","108","true","1619","3","45","true"
"1620","8","102","true","1620","5","12","true","1620","11","19","true","1620","8","108","true","1620","4","45","true"
"1621","8","102","true","1621","5","12","true","1621","11","19","true","1621","8","108","true","1621","3","45","true"
"1622","8","102","true","1622","5","12","true","1622","11","19","true","1622","8","108","true","1622","4","45","true"
"1623","8","102","true","1623","5","12","true","1623","11","19","true","1623","8","108","true","1623","3","45","true"
"1624","8","102","true","1624","5","12","true","1624","11","19","true","1624","8","108","true","1624","4","45","true"
"1625","8","102","true","1625","5","12","true","1625","11","19","true","1625","8","108","true","1625","3","45","true"
"1626","8","102","true","1626","5","12","true","1626","11","19","true","1626","8","108","true","1626","4","45","true"
"1627","8","102","true","1627","5","12","true","1627","11","19","true","1627","8","108","true","1627","3","45","true"
"1628","8","102","true","1628","5","12","true","1628","12","19","true","1628","7","108","true","1628","4","45","true"
"1629","8","102","true","1629","5","12","true","1629","11","19","true","1629","8","108","true","1629","3","45","true"
"1630","8","102","true","1630","5","12","true","1630","12","19","true","1630","7","108","true","1630","4","45","true"
"1631","8","102","true","1631","5","12","true","1631","11","19","true","1631","8","108","true","1631","3","45","true"
"1632","8","102","true","1632","5","12","true","1632","12","19","true","1632","7","108","true","1632","4","45","true"
"1633","7","102","true","1633","5","12","true","1633","12","19","true","1633","8","108","true","1633","3","45","true"
"1634","7","102","true","1634","5","12","true","1634","12","19","true","1634","8","108","true","1634","4","45","true"
"1635","7","102","true","1635","5","12","true","1635","12","19","true","1635","8","108","true","1635","3","45","true"
"1636","8","102","true","1636","5","12","true","1636","12","19","true","1636","7","108","true","1636","4","45","true"
"1637","8","102","true","1637","5","12","true","1637","11","19","true","1637","8","108","true","1637","3","45","true"
"1638","7","102","true","1638","6","12","true","1638","11","19","true","1638","8","108","true","1638","2","45","true"
"1639","8","102","true","1639","6","12","true","1639","11","19","true","1639","7","108","true","1639","3","45","true"
"1640","7","102","true","1640","7","12","true","1640","11","19","true","1640","7","108","true","1640","2","45","true"
"1641","8","102","true","1641","6","12","true","1641","11","19","true","1641","7","108","true","1641","3","45","true"
"1642","8","102","true","1642","5","12","true","1642","11","19","true","1642","8","108","true","1642","4","45","true"
"1643","8","102","true","1643","5","12","true","1643","11","19","true","1643","8","108","true","1643","3","45","true"
"1644","8","102","true","1644","5","12","true","1644","11","19","true","1644","8","108","true","1644","4","45","true"
"1645","8","102","true","1645","5","12","true","1645","11","19","true","1645","8","108","true","1645","3","45","true"
"1646","8","102","true","1646","5","12","true","1646","11","19","true","1646","8","108","true","1646","4","45","true"
"1647","8","102","true","1647","5","12","true","1647","11","19","true","1647","8","108","true","1647","3","45","true"
"1648","7","102","true","1648","5","12","true","1648","12","19","true","1648","8","108","true","1648","4","45","true"
"1649","7","102","true","1649","5","12","true","1649","12","19","true","1649","8","108","true","1649","3","45","true"
"1650","8","102","true","1650","5","12","true","1650","12","19","true","1650","7","108","true","1650","4","45","true"
"1651","8","102","true","1651","5","12","true","1651","11","19","true","1651","8","108","true","1651","3","45","true"
"1652","8","102","true","1652","5","12","true","1652","12","19","true","1652","7","108","true","1652","4","45","true"
"1653","7","102","true","1653","5","12","true","1653","12","19","true","1653","8","108","true","1653","3","45","true"
"1654","8","102","true","1654","5","12","true","1654","12","19","true","1654","7","108","true","1654","4","45","true"
"1655","7","102","true","1655","5","12","true","1655","12","19","true","1655","8","108","true","1655","3","45","true"
"1656","7","102","true","1656","6","12","true","1656","12","19","true","1656","7","108","true","1656","4","45","true"
"1657","7","102","true","1657","6","12","true","1657","12","19","true","1657","7","108","true","1657","3","45","true"
"1658","8","102","true","1658","5","12","true","1658","12","19","true","1658","7","108","true","1658","4","45","true"
"1659","8","102","true","1659","5","12","true","1659","11","19","true","1659","8","108","true","1659","3","45","true"
"1660","8","102","true","1660","5","12","true","1660","12","19","true","1660","7","108","true","1660","4","45","true"
"1661","7","102","true","1661","5","12","true","1661","12","19","true","1661","8","108","true","1661","3","45","true"
"1662","8","102","true","1662","5","12","true","1662","12","19","true","1662","7","108","true","1662","4","45","true"
"1663","7","102","true","1663","5","12","true","1663","12","19","true","1663","8","108","true","1663","3","45","true"
"1664","8","102","true","1664","5","12","true","1664","12","19","true","1664","7","108","true","1664","4","45","true"
"1665","8","102","true","1665","5","12","true","1665","11","19","true","1665","8","108","true","1665","3","45","true"
"1666","8","102","true","1666","5","12","true","1666","11","19","true","1666","8","108","true","1666","4","45","true"
"1667","8","102","true","1667","5","12","true","1667","11","19","true","1667","8","108","true","1667","3","45","true"
"1668","8","102","true","1668","5","12","true","1668","12","19","true","1668","7","108","true","1668","4","45","true"
"1669","8","102","true","1669","5","12","true","1669","11","19","true","1669","8","108","true","1669","3","45","true"
"1670","8","102","true","1670","5","12","true","1670","11","19","true","1670","8","108","true","1670","4","45","true"
"1671","8","102","true","1671","5","12","true","1671","11","19","true","1671","8","108","true","1671","3","45","true"
"1672","8","102","true","1672","5","12","true","1672","12","19","true","1672","7","108","true","1672","4","45","true"
"1673","7","102","true","1673","5","12","true","1673","12","19","true","1673","8","108","true","1673","3","45","true"
"1674","8","102","true","1674","5","12","true","1674","12","19","true","1674","7","108","true","1674","4","45","true"
"1675","8","102","true","1675","5","12","true","1675","11","19","true","1675","8","108","true","1675","3","45","true"
"1676","8","102","true","1676","5","12","true","1676","11","19","true","1676","8","108","true","1676","4","45","true"
"1677","8","102","true","1677","5","12","true","1677","11","19","true","1677","8","108","true","1677","3","45","true"
"1678","8","102","true","1678","5","12","true","1678","12","19","true","1678","7","108","true","1678","4","45","true"
"1679","7","102","true","1679","5","12","true","1679","12","19","true","1679","8","108","true","1679","3","45","true"
"1680","7","102","true","1680","5","12","true","1680","12","19","true","1680","8","108","true","1680","4","45","true"
"1681","7","102","true","1681","5","12","true","1681","12","19","true","1681","8","108","true","1681","3","45","true"
"1682","8","102","true","1682","5","12","true","1682","12","19","true","1682","7","108","true","1682","4","45","true"
"1683","7","102","true","1683","5","12","true","1683","12","19","true","1683","8","108","true","1683","3","45","true"
"1684","8","102","true","1684","5","12","true","1684","12","19","true","1684","7","108","true","1684","4","45","true"
"1685","8","102","true","1685","5","12","true","1685","11","19","true","1685","8","108","true","1685","3","45","true"
"1686","7","102","true","1686","5","12","true","1686","12","19","true","1686","8","108","true","1686","4","45","true"
"1687","7","102","true","1687","5","12","true","1687","12","19","true","1687","8","108","true","1687","3","45","true"
"1688","8","102","true","1688","5","12","true","1688","11","19","true","1688","8","108","true","1688","4","45","true"
"1689","8","102","true","1689","5","12","true","1689","11","19","true","1689","8","108","true","1689","3","45","true"
"1690","8","102","true","1690","5","12","true","1690","11","19","true","1690","8","108","true","1690","4","45","true"
"1691","8","102","true","1691","5","12","true","1691","11","19","true","1691","8","108","true","1691","3","45","true"
"1692","8","102","true","1692","5","12","true","1692","11","19","true","1692","8","108","true","1692","4","45","true"
"1693","8","102","true","1693","5","12","true","1693","11","19","true","1693","8","108","true","1693","3","45","true"
"1694","7","102","true","1694","5","12","true","1694","12","19","true","1694","8","108","true","1694","4","45","true"
"1695","7","102","true","1695","5","12","true","1695","12","19","true","1695","8","108","true","1695","3","45","true"
"1696","8","102","true","1696","5","12","true","1696","11","19","true","1696","8","108","true","1696","4","45","true"
"1697","8","102","true","1697","5","12","true","1697","11","19","true","1697","8","108","true","1697","3","45","true"
"1698","8","102","true","1698","5","12","true","1698","11","19","true","1698","8","108","true","1698","4","45","true"
"1699","8","102","true","1699","5","12","true","1699","11","19","true","1699","8","108","true","1699","3","45","true"
"1700","8","102","true","1700","5","12","true","1700","12","19","true","1700","7","108","true","1700","4","45","true"
"1701","7","102","true","1701","5","12","true","1701","12","19","true","1701","8","108","true","1701","3","45","true"
"1702","8","102","true","1702","5","12","true","1702","12","19","true","1702","7","108","true","1702","4","45","true"
"1703","8","102","true","1703","5","12","true","1703","11","19","true","1703","8","108","true","1703","3","45","true"
"1704","8","102","true","1704","6","12","true","1704","11","19","true","1704","7","108","true","1704","4","45","true"
"1705","8","102","true","1705","6","12","true","1705","11","19","true","1705","7","108","true","1705","3","45","true"
"1706","7","102","true","1706","6","12","true","1706","11","19","true","1706","8","108","true","1706","2","45","true"
"1707","7","102","true","1707","6","12","true","1707","12","19","true","1707","7","108","true","1707","3","45","true"
"1708","8","102","true","1708","5","12","true","1708","11","19","true","1708","8","108","true","1708","4","45","true"
"1709","8","102","true","1709","5","12","true","1709","11","19","true","1709","8","108","true","1709","3","45","true"
"1710","8","102","true","1710","5","12","true","1710","11","19","true","1710","8","108","true","1710","4","45","true"
"1711","8","102","true","1711","5","12","true","1711","11","19","true","1711","8","108","true","1711","3","45","true"
"1712","8","102","true","1712","5","12","true","1712","12","19","true","1712","7","108","true","1712","4","45","true"
"1713","7","102","true","1713","5","12","true","1713","12","19","true","1713","8","108","true","1713","3","45","true"
"1714","8","102","true","1714","5","12","true","1714","12","19","true","1714","7","108","true","1714","4","45","true"
"1715","7","102","true","1715","5","12","true","1715","12","19","true","1715","8","108","true","1715","3","45","true"
"1716","8","102","true","1716","5","12","true","1716","12","19","true","1716","7","108","true","1716","4","45","true"
"1717","7","102","true","1717","5","12","true","1717","12","19","true","1717","8","108","true","1717","3","45","true"
"1718","8","102","true","1718","5","12","true","1718","12","19","true","1718","7","108","true","1718","4","45","true"
"1719","7","102","true","1719","5","12","true","1719","12","19","true","1719","8","108","true","1719","3","45","true"
"1720","8","102","true","1720","5","12","true","1720","12","19","true","1720","7","108","true","1720","4","45","true"
"1721","8","102","true","1721","5","12","true","1721","11","19","true","1721","8","108","true","1721","3","45","true"
"1722","8","102","true","1722","5","12","true","1722","11","19","true","1722","8","108","true","1722","4","45","true"
"1723","8","102","true","1723","5","12","true","1723","11","19","true","1723","8","108","true","1723","3","45","true"
"1724","7","102","true","1724","5","12","true","1724","12","19","true","1724","8","108","true","1724","4","45","true"
"1725","7","102","true","1725","5","12","true","1725","12","19","true","1725","8","108","true","1725","3","45","true"
"1726","8","102","true","1726","5","12","true","1726","12","19","true","1726","7","108","true","1726","4","45","true"
"1727","8","102","true","1727","5","12","true","1727","11","19","true","1727","8","108","true","1727","3","45","true"
"1728","7","102","true","1728","5","12","true","1728","13","19","true","1728","7","108","true","1728","4","45","true"
"1729","7","102","true","1729","5","12","true","1729","12","19","true","1729","8","108","true","1729","3","45","true"
"1730","8","102","true","1730","5","12","true","1730","12","19","true","1730","7","108","true","1730","4","45","true"
"1731","7","102","true","1731","6","12","true","1731","12","19","true","1731","7","108","true","1731","3","45","true"
"1732","7","102","true","1732","5","12","true","1732","13","19","true","1732","7","108","true","1732","4","45","true"
"1733","7","102","true","1733","5","12","true","1733","12","19","true","1733","8","108","true","1733","3","45","true"
"1734","8","102","true","1734","5","12","true","1734","12","19","true","1734","7","108","true","1734","4","45","true"
"1735","8","102","true","1735","5","12","true","1735","11","19","true","1735","8","108","true","1735","3","45","true"
"1736","8","102","true","1736","5","12","true","1736","11","19","true","1736","8","108","true","1736","4","45","true"
"1737","8","102","true","1737","5","12","true","1737","11","19","true","1737","8","108","true","1737","3","45","true"
"1738","8","102","true","1738","6","12","true","1738","11","19","true","1738","7","108","true","1738","4","45","true"
"1739","8","102","true","1739","6","12","true","1739","11","19","true","1739","7","108","true","1739","3","45","true"
"1740","7","102","true","1740","6","12","true","1740","11","19","true","1740","8","108","true","1740","2","45","true"
"1741","8","102","true","1741","6","12","true","1741","11","19","true","1741","7","108","true","1741","3","45","true"
"1742","7","102","true","1742","6","12","true","1742","11","19","true","1742","8","108","true","1742","2","45","true"
"1743","8","102","true","1743","5","12","true","1743","11","19","true","1743","8","108","true","1743","3","45","true"
"1744","8","102","true","1744","5","12","true","1744","11","19","true","1744","8","108","true","1744","4","45","true"
"1745","8","102","true","1745","5","12","true","1745","11","19","true","1745","8","108","true","1745","3","45","true"
"1746","7","102","true","1746","6","12","true","1746","11","19","true","1746","8","108","true","1746","2","45","true"
"1747","8","102","true","1747","6","12","true","1747","11","19","true","1747","7","108","true","1747","3","45","true"
"1748","7","102","true","1748","7","12","true","1748","11","19","true","1748","7","108","true","1748","2","45","true"
"1749","8","102","true","1749","6","12","true","1749","11","19","true","1749","7","108","true","1749","3","45","true"
"1750","8","102","true","1750","6","12","true","1750","10","19","true","1750","8","108","true","1750","2","45","true"
"1751","8","102","true","1751","6","12","true","1751","11","19","true","1751","7","108","true","1751","3","45","true"
"1752","8","102","true","1752","7","12","true","1752","10","19","true","1752","7","108","true","1752","2","45","true"
"1753","8","102","true","1753","6","12","true","1753","11","19","true","1753","7","108","true","1753","3","45","true"
"1754","7","102","true","1754","7","12","true","1754","11","19","true","1754","7","108","true","1754","2","45","true"
"1755","8","102","true","1755","6","12","true","1755","11","19","true","1755","7","108","true","1755","3","45","true"
"1756","7","102","true","1756","6","12","true","1756","11","19","true","1756","8","108","true","1756","2","45","true"
"1757","8","102","true","1757","6","12","true","1757","11","19","true","1757","7","108","true","1757","3","45","true"
"1758","7","102","true","1758","6","12","true","1758","11","19","true","1758","8","108","true","1758","2","45","true"
"1759","8","102","true","1759","6","12","true","1759","11","19","true","1759","7","108","true","1759","3","45","true"
"1760","8","102","true","1760","6","12","true","1760","10","19","true","1760","8","108","true","1760","2","45","true"
"1761","8","102","true","1761","6","12","true","1761","11","19","true","1761","7","108","true","1761","3","45","true"
"1762","7","102","true","1762","6","12","true","1762","11","19","true","1762","8","108","true","1762","2","45","true"
"1763","8","102","true","1763","6","12","true","1763","11","19","true","1763","7","108","true","1763","3","45","true"
"1764","7","102","true","1764","6","12","true","1764","11","19","true","1764","8","108","true","1764","2","45","true"
"1765","8","102","true","1765","6","12","true","1765","11","19","true","1765","7","108","true","1765","3","45","true"
"1766","7","102","true","1766","6","12","true","1766","11","19","true","1766","8","108","true","1766","2","45","true"
"1767","7","102","true","1767","5","12","true","1767","12","19","true","1767","8","108","true","1767","3","45","true"
"1768","7","102","true","1768","6","12","true","1768","11","19","true","1768","8","108","true","1768","2","45","true"
"1769","8","102","true","1769","5","12","true","1769","11","19","true","1769","8","108","true","1769","3","45","true"
"1770","7","102","true","1770","6","12","true","1770","11","19","true","1770","8","108","true","1770","2","45","true"
"1771","8","102","true","1771","6","12","true","1771","11","19","true","1771","7","108","true","1771","3","45","true"
"1772","7","102","true","1772","6","12","true","1772","11","19","true","1772","8","108","true","1772","2","45","true"
"1773","8","102","true","1773","5","12","true","1773","11","19","true","1773","8","108","true","1773","3","45","true"
"1774","8","102","true","1774","5","12","true","1774","11","19","true","1774","8","108","true","1774","4","45","true"
"1775","8","102","true","1775","5","12","true","1775","11","19","true","1775","8","108","true","1775","3","45","true"
"1776","8","102","true","1776","5","12","true","1776","11","19","true","1776","8","108","true","1776","4","45","true"
"1777","8","102","true","1777","5","12","true","1777","11","19","true","1777","8","108","true","1777","3","45","true"
"1778","7","102","true","1778","5","12","true","1778","12","19","true","1778","8","108","true","1778","4","45","true"
"1779","7","102","true","1779","5","12","true","1779","12","19","true","1779","8","108","true","1779","3","45","true"
"1780","8","102","true","1780","5","12","true","1780","11","19","true","1780","8","108","true","1780","4","45","true"
"1781","8","102","true","1781","5","12","true","1781","11","19","true","1781","8","108","true","1781","3","45","true"
"1782","8","102","true","1782","5","12","true","1782","12","19","true","1782","7","108","true","1782","4","45","true"
"1783","8","102","true","1783","5","12","true","1783","11","19","true","1783","8","108","true","1783","3","45","true"
"1784","8","102","true","1784","5","12","true","1784","11","19","true","1784","8","108","true","1784","4","45","true"
"1785","8","102","true","1785","5","12","true","1785","11","19","true","1785","8","108","true","1785","3","45","true"
"1786","8","102","true","1786","6","12","true","1786","11","19","true","1786","7","108","true","1786","4","45","true"
"1787","8","102","true","1787","6","12","true","1787","11","19","true","1787","7","108","true","1787","3","45","true"
"1788","8","102","true","1788","5","12","true","1788","11","19","true","1788","8","108","true","1788","4","45","true"
"1789","8","102","true","1789","5","12","true","1789","11","19","true","1789","8","108","true","1789","3","45","true"
"1790","7","102","true","1790","5","12","true","1790","12","19","true","1790","8","108","true","1790","4","45","true"
"1791","7","102","true","1791","5","12","true","1791","12","19","true","1791","8","108","true","1791","3","45","true"
"1792","8","102","true","1792","5","12","true","1792","11","19","true","1792","8","108","true","1792","4","45","true"
"1793","8","102","true","1793","5","12","true","1793","11","19","true","1793","8","108","true","1793","3","45","true"
"1794","8","102","true","1794","5","12","true","1794","12","19","true","1794","7","108","true","1794","4","45","true"
"1795","7","102","true","1795","5","12","true","1795","12","19","true","1795","8","108","true","1795","3","45","true"
"1796","8","102","true","1796","6","12","true","1796","11","19","true","1796","7","108","true","1796","4","45","true"
"1797","8","102","true","1797","6","12","true","1797","11","19","true","1797","7","108","true","1797","3","45","true"
"1798","8","102","true","1798","6","12","true","1798","11","19","true","1798","7","108","true","1798","4","45","true"
